step,time,omega,kinetic,potential,entropy,gradient_norm,max_density,min_density,is_stable,Zero_ID,Imaginary_t,Status
56,3.9042444229125977,3.981492910625246e-14,156.11290929423788,0.0,0.0,0.0,0.0,0.0,True,56,156.11290929423788,PASS
57,4.06247878074646,8.699025260435172e-15,157.59759181759406,0.0,0.0,0.0,0.0,0.0,True,57,157.59759181759406,PASS
58,4.250821828842163,1.5492464966808554e-14,158.8499881714205,0.0,0.0,0.0,0.0,0.0,True,58,158.8499881714205,PASS
59,4.412993431091309,1.222227754479819e-14,161.18896413759603,0.0,0.0,0.0,0.0,0.0,True,59,161.18896413759603,PASS
60,4.573410511016846,3.8145522877079244e-14,163.030709687182,0.0,0.0,0.0,0.0,0.0,True,60,163.030709687182,PASS
61,4.7231385707855225,1.5934421258016104e-14,165.5370691879004,0.0,0.0,0.0,0.0,0.0,True,61,165.5370691879004,PASS
62,4.857459545135498,9.351647075368275e-15,167.1844399781745,0.0,0.0,0.0,0.0,0.0,True,62,167.1844399781745,PASS
63,5.020292520523071,1.2406623346166144e-17,169.09451541556882,0.0,0.0,0.0,0.0,0.0,True,63,169.09451541556882,PASS
64,5.162421941757202,1.4185805788867767e-14,169.9119764794117,0.0,0.0,0.0,0.0,0.0,True,64,169.9119764794117,PASS
65,5.310822486877441,9.860038515357036e-15,173.41153651959155,0.0,0.0,0.0,0.0,0.0,True,65,173.41153651959155,PASS
66,5.470623731613159,1.803992367993482e-14,174.75419152336573,0.0,0.0,0.0,0.0,0.0,True,66,174.75419152336573,PASS
67,5.636314630508423,2.88688237334708e-14,176.44143429771043,0.0,0.0,0.0,0.0,0.0,True,67,176.44143429771043,PASS
68,5.789951324462891,1.583935256339429e-14,178.37740777609997,0.0,0.0,0.0,0.0,0.0,True,68,178.37740777609997,PASS
69,5.957445383071899,2.0303515076822264e-14,179.916484020257,0.0,0.0,0.0,0.0,0.0,True,69,179.916484020257,PASS
70,6.1414618492126465,3.3781472479752954e-15,182.20707848436646,0.0,0.0,0.0,0.0,0.0,True,70,182.20707848436646,PASS
71,6.350099802017212,1.8590428636651814e-14,184.8744678483875,0.0,0.0,0.0,0.0,0.0,True,71,184.8744678483875,PASS
72,6.568256378173828,2.281135853745856e-15,185.59878367770747,0.0,0.0,0.0,0.0,0.0,True,72,185.59878367770747,PASS
73,6.7687554359436035,1.0147017343537331e-14,187.22892258350186,0.0,0.0,0.0,0.0,0.0,True,73,187.22892258350186,PASS
74,6.952301979064941,2.272471915000909e-14,189.41615865601693,0.0,0.0,0.0,0.0,0.0,True,74,189.41615865601693,PASS
75,7.144625902175903,8.467604632906704e-16,192.0266563607138,0.0,0.0,0.0,0.0,0.0,True,75,192.0266563607138,PASS
76,7.356647729873657,1.056418903846964e-14,193.0797266038457,0.0,0.0,0.0,0.0,0.0,True,76,193.0797266038457,PASS
77,7.543910503387451,9.57987196358088e-15,195.26539667952923,0.0,0.0,0.0,0.0,0.0,True,77,195.26539667952923,PASS
78,7.737165927886963,6.5144464987030005e-15,196.87648184095832,0.0,0.0,0.0,0.0,0.0,True,78,196.87648184095832,PASS
79,7.956714153289795,1.421413740289319e-14,198.01530967625192,0.0,0.0,0.0,0.0,0.0,True,79,198.01530967625192,PASS
80,8.166710615158081,3.795073024126323e-14,201.2647519437038,0.0,0.0,0.0,0.0,0.0,True,80,201.2647519437038,PASS
81,8.377696990966797,1.230113073788919e-14,202.49359451414054,0.0,0.0,0.0,0.0,0.0,True,81,202.49359451414054,PASS
82,8.588850021362305,1.8888765559417518e-14,204.18967180310455,0.0,0.0,0.0,0.0,0.0,True,82,204.18967180310455,PASS
83,8.800294876098633,1.684136355210282e-16,205.3946972021633,0.0,0.0,0.0,0.0,0.0,True,83,205.3946972021633,PASS
84,8.992428541183472,3.3225840322302804e-14,207.90625888780622,0.0,0.0,0.0,0.0,0.0,True,84,207.90625888780622,PASS
85,9.196613311767578,2.0088945397590535e-14,209.57650971685626,0.0,0.0,0.0,0.0,0.0,True,85,209.57650971685626,PASS
86,9.376723051071167,1.53644235280238e-14,211.6908625953653,0.0,0.0,0.0,0.0,0.0,True,86,211.6908625953653,PASS
87,9.581847429275513,2.1754896273293153e-14,213.34791935971268,0.0,0.0,0.0,0.0,0.0,True,87,213.34791935971268,PASS
88,9.812392234802246,1.408514739516165e-14,214.54704478349143,0.0,0.0,0.0,0.0,0.0,True,88,214.54704478349143,PASS
89,10.028461456298828,5.658392418514296e-14,216.1695385082637,0.0,0.0,0.0,0.0,0.0,True,89,216.1695385082637,PASS
90,10.242223501205444,2.897262082625416e-14,219.0675963490214,0.0,0.0,0.0,0.0,0.0,True,90,219.0675963490214,PASS
91,10.455105781555176,8.8228518378113e-15,220.714918839314,0.0,0.0,0.0,0.0,0.0,True,91,220.714918839314,PASS
92,10.727039575576782,9.742262810629288e-15,221.43070555469333,0.0,0.0,0.0,0.0,0.0,True,92,221.43070555469333,PASS
93,10.944847345352173,3.683769192119255e-14,224.00700025460432,0.0,0.0,0.0,0.0,0.0,True,93,224.00700025460432,PASS
94,11.14435076713562,1.215010398984264e-15,224.9833246695823,0.0,0.0,0.0,0.0,0.0,True,94,224.9833246695823,PASS
95,11.35992980003357,5.203443641156092e-15,227.4214442796793,0.0,0.0,0.0,0.0,0.0,True,95,227.4214442796793,PASS
96,11.550937175750732,4.2035945231418684e-14,229.33741330552536,0.0,0.0,0.0,0.0,0.0,True,96,229.33741330552536,PASS
97,11.767210483551025,1.6085249554601253e-15,231.25018870049917,0.0,0.0,0.0,0.0,0.0,True,97,231.25018870049917,PASS
98,11.99341106414795,5.500974748858762e-15,231.98723525318024,0.0,0.0,0.0,0.0,0.0,True,98,231.98723525318024,PASS
99,12.202776670455933,3.882698908289293e-14,233.6934041789083,0.0,0.0,0.0,0.0,0.0,True,99,233.6934041789083,PASS
100,12.441434383392334,4.97620380686359e-14,236.5242296658162,0.0,0.0,0.0,0.0,0.0,True,100,236.5242296658162,PASS
101,12.637637376785278,2.105563030261787e-15,237.7698204809252,0.0,0.0,0.0,0.0,0.0,True,101,237.7698204809252,PASS
102,12.81822681427002,2.0520494465898098e-14,239.55547757332764,0.0,0.0,0.0,0.0,0.0,True,102,239.55547757332764,PASS
103,13.012152433395386,2.9390738985693074e-14,241.04915779621658,0.0,0.0,0.0,0.0,0.0,True,103,241.04915779621658,PASS
104,13.213969469070435,3.2860618666122044e-14,242.8232719342226,0.0,0.0,0.0,0.0,0.0,True,104,242.8232719342226,PASS
105,13.43981409072876,1.3407141096108562e-14,244.07089849707816,0.0,0.0,0.0,0.0,0.0,True,105,244.07089849707816,PASS
106,13.6691153049469,3.28675389290598e-14,247.1369900748975,0.0,0.0,0.0,0.0,0.0,True,106,247.1369900748975,PASS
107,13.87992787361145,1.3410615352508512e-14,248.10199006014847,0.0,0.0,0.0,0.0,0.0,True,107,248.10199006014847,PASS
108,14.083052158355713,1.8273469113966446e-14,249.5736896447072,0.0,0.0,0.0,0.0,0.0,True,108,249.5736896447072,PASS
109,14.268742084503174,4.2033467265992676e-14,251.014947795016,0.0,0.0,0.0,0.0,0.0,True,109,251.014947795016,PASS
110,14.43831753730774,1.182061933095143e-14,253.06998674799948,0.0,0.0,0.0,0.0,0.0,True,110,253.06998674799948,PASS
111,14.63631010055542,3.9644812823993526e-14,255.30625645491403,0.0,0.0,0.0,0.0,0.0,True,111,255.30625645491403,PASS
112,14.861762046813965,4.72716966716318e-14,256.38071369443446,0.0,0.0,0.0,0.0,0.0,True,112,256.38071369443446,PASS
113,15.060893774032593,7.037047945455996e-14,258.6104394915314,0.0,0.0,0.0,0.0,0.0,True,113,258.6104394915314,PASS
114,15.278134107589722,1.2250289946230114e-14,259.874406989678,0.0,0.0,0.0,0.0,0.0,True,114,259.874406989678,PASS
115,15.490115880966187,5.613156941653978e-14,260.8050845045969,0.0,0.0,0.0,0.0,0.0,True,115,260.8050845045969,PASS
116,15.706440687179565,8.831419028448661e-14,263.57389390487015,0.0,0.0,0.0,0.0,0.0,True,116,263.57389390487015,PASS
117,15.900612831115723,2.8042012258165473e-14,265.55785183887633,0.0,0.0,0.0,0.0,0.0,True,117,265.55785183887633,PASS
118,16.105148315429688,1.0447379239002295e-14,266.6149737815011,0.0,0.0,0.0,0.0,0.0,True,118,266.6149737815011,PASS
119,16.326706647872925,6.345030493748535e-15,267.92191508282406,0.0,0.0,0.0,0.0,0.0,True,119,267.92191508282406,PASS
120,16.546889543533325,5.846552889785639e-14,269.9704490239976,0.0,0.0,0.0,0.0,0.0,True,120,269.9704490239976,PASS
121,16.763240337371826,3.726607998365595e-14,271.494055641645,0.0,0.0,0.0,0.0,0.0,True,121,271.494055641645,PASS
122,16.957968711853027,9.651831587303423e-14,273.4596091884033,0.0,0.0,0.0,0.0,0.0,True,122,273.4596091884033,PASS
123,17.16214680671692,3.68755921950847e-14,275.58749264934386,0.0,0.0,0.0,0.0,0.0,True,123,275.58749264934386,PASS
124,17.381444692611694,5.074785847572397e-14,276.4520495031329,0.0,0.0,0.0,0.0,0.0,True,124,276.4520495031329,PASS
125,17.608168363571167,3.270518699180419e-14,278.25074352984194,0.0,0.0,0.0,0.0,0.0,True,125,278.25074352984194,PASS
126,17.84560537338257,6.639249936794627e-14,279.22925092774517,0.0,0.0,0.0,0.0,0.0,True,126,279.22925092774517,PASS
127,18.042176723480225,4.674241799665642e-14,282.4651147650521,0.0,0.0,0.0,0.0,0.0,True,127,282.4651147650521,PASS
128,18.275148391723633,4.4890795410171914e-14,283.2111857332339,0.0,0.0,0.0,0.0,0.0,True,128,283.2111857332339,PASS
129,18.492008447647095,8.525383682106847e-14,284.83596398090475,0.0,0.0,0.0,0.0,0.0,True,129,284.83596398090475,PASS
130,18.698793411254883,8.264399303164791e-14,286.6674453630029,0.0,0.0,0.0,0.0,0.0,True,130,286.6674453630029,PASS
131,18.912906408309937,4.3577233849930946e-14,287.9119205014222,0.0,0.0,0.0,0.0,0.0,True,131,287.9119205014222,PASS
132,19.13703727722168,1.2011954347739182e-13,289.5798549292188,0.0,0.0,0.0,0.0,0.0,True,132,289.5798549292188,PASS
133,19.34697985649109,8.426907550144708e-14,291.8462913290674,0.0,0.0,0.0,0.0,0.0,True,133,291.8462913290674,PASS
134,19.55881094932556,1.5868551940152523e-14,293.5584341393563,0.0,0.0,0.0,0.0,0.0,True,134,293.5584341393563,PASS
135,19.77918815612793,3.2450377115252034e-14,294.9653696192655,0.0,0.0,0.0,0.0,0.0,True,135,294.9653696192655,PASS
136,19.990922212600708,4.024926315478977e-14,295.57325487895827,0.0,0.0,0.0,0.0,0.0,True,136,295.57325487895827,PASS
137,20.19773292541504,1.16097289582174e-13,297.97927706194344,0.0,0.0,0.0,0.0,0.0,True,137,297.97927706194344,PASS
138,20.39563775062561,7.210727039767611e-14,299.8403260537213,0.0,0.0,0.0,0.0,0.0,True,138,299.8403260537213,PASS
139,20.657962322235107,8.047362098402699e-14,301.64932546219416,0.0,0.0,0.0,0.0,0.0,True,139,301.64932546219416,PASS
140,20.87603259086609,6.175266891428956e-14,302.6967495896069,0.0,0.0,0.0,0.0,0.0,True,140,302.6967495896069,PASS
141,21.094658613204956,1.3138427927718313e-14,304.8643713408573,0.0,0.0,0.0,0.0,0.0,True,141,304.8643713408573,PASS
142,21.36821484565735,1.0987762895511428e-14,305.7289126020368,0.0,0.0,0.0,0.0,0.0,True,142,305.7289126020368,PASS
143,21.581589221954346,1.1997858614215738e-13,307.2194961281701,0.0,0.0,0.0,0.0,0.0,True,143,307.2194961281701,PASS
144,21.806520700454712,1.1100017873999497e-15,310.1094631467019,0.0,0.0,0.0,0.0,0.0,True,144,310.1094631467019,PASS
145,22.010044813156128,4.6424713702514055e-14,311.165141530356,0.0,0.0,0.0,0.0,0.0,True,145,311.165141530356,PASS
146,22.236454725265503,4.1448242108190194e-14,312.4278011806009,0.0,0.0,0.0,0.0,0.0,True,146,312.4278011806009,PASS
147,22.454301357269287,4.121683482366662e-14,313.9852857311589,0.0,0.0,0.0,0.0,0.0,True,147,313.9852857311589,PASS
148,22.679134845733643,7.700284694482487e-14,315.47561608947575,0.0,0.0,0.0,0.0,0.0,True,148,315.47561608947575,PASS
149,22.889344930648804,8.792526300521687e-14,317.7348059423702,0.0,0.0,0.0,0.0,0.0,True,149,317.7348059423702,PASS
150,23.098742246627808,5.805173454497662e-14,318.8531042563166,0.0,0.0,0.0,0.0,0.0,True,150,318.8531042563166,PASS
151,23.303817987442017,1.3549647929790837e-14,321.1601343091136,0.0,0.0,0.0,0.0,0.0,True,151,321.1601343091136,PASS
152,23.50999879837036,5.025962083198291e-14,322.14455867248296,0.0,0.0,0.0,0.0,0.0,True,152,322.14455867248296,PASS
153,23.752111434936523,5.934852596982442e-14,323.4669695575121,0.0,0.0,0.0,0.0,0.0,True,153,323.4669695575121,PASS
154,23.94007921218872,1.160387244200152e-14,324.8628660517396,0.0,0.0,0.0,0.0,0.0,True,154,324.8628660517396,PASS
155,24.162803411483765,4.9967555439199905e-14,327.44390126190547,0.0,0.0,0.0,0.0,0.0,True,155,327.44390126190547,PASS
156,24.384228229522705,9.456706079248816e-15,329.03307168048093,0.0,0.0,0.0,0.0,0.0,True,156,329.03307168048093,PASS
157,24.59957218170166,3.281812265551657e-14,329.9532397282339,0.0,0.0,0.0,0.0,0.0,True,157,329.9532397282339,PASS
158,24.828201055526733,6.05311584957743e-14,331.4744675826634,0.0,0.0,0.0,0.0,0.0,True,158,331.4744675826634,PASS
159,25.100940942764282,2.0418146196766512e-14,333.64537852486984,0.0,0.0,0.0,0.0,0.0,True,159,333.64537852486984,PASS
160,25.339513301849365,3.8217080379183686e-14,334.2113548332444,0.0,0.0,0.0,0.0,0.0,True,160,334.2113548332444,PASS
161,25.550877332687378,7.359207115768867e-14,336.84185042839067,0.0,0.0,0.0,0.0,0.0,True,161,336.84185042839067,PASS
162,25.773932456970215,5.699615463857617e-14,338.3399928508066,0.0,0.0,0.0,0.0,0.0,True,162,338.3399928508066,PASS
163,25.977081537246704,1.7112192505424295e-14,339.85821672536355,0.0,0.0,0.0,0.0,0.0,True,163,339.85821672536355,PASS
164,26.198253870010376,2.068369590579326e-14,341.04226111104657,0.0,0.0,0.0,0.0,0.0,True,164,341.04226111104657,PASS
165,26.41593027114868,8.276609490267177e-14,342.0548775103636,0.0,0.0,0.0,0.0,0.0,True,165,342.0548775103636,PASS
166,26.630563497543335,6.977067789678561e-14,344.6617029402523,0.0,0.0,0.0,0.0,0.0,True,166,344.6617029402523,PASS
167,26.839695930480957,4.7405556786126576e-14,346.34787056600993,0.0,0.0,0.0,0.0,0.0,True,167,346.34787056600993,PASS
168,27.084584951400757,1.7806950393388432e-14,347.2726775844205,0.0,0.0,0.0,0.0,0.0,True,168,347.2726775844205,PASS
169,27.32064127922058,7.387026000153542e-14,349.31626087069617,0.0,0.0,0.0,0.0,0.0,True,169,349.31626087069617,PASS
170,27.527909755706787,4.3540936128177716e-14,350.4084193491921,0.0,0.0,0.0,0.0,0.0,True,170,350.4084193491921,PASS
171,27.754520893096924,5.77941088825223e-14,351.87864902535927,0.0,0.0,0.0,0.0,0.0,True,171,351.87864902535927,PASS
172,27.991909742355347,5.6223019647202e-14,353.4889004887188,0.0,0.0,0.0,0.0,0.0,True,172,353.4889004887188,PASS
173,28.229332447052002,6.511425164024354e-14,356.0175749772649,0.0,0.0,0.0,0.0,0.0,True,173,356.0175749772649,PASS
174,28.46331286430359,1.763156140954628e-14,357.1513022520396,0.0,0.0,0.0,0.0,0.0,True,174,357.1513022520396,PASS
175,28.724653959274292,3.3888844617556056e-14,357.95268510163226,0.0,0.0,0.0,0.0,0.0,True,175,357.95268510163226,PASS
176,28.975028038024902,6.584069403691959e-14,359.74375495311443,0.0,0.0,0.0,0.0,0.0,True,176,359.74375495311443,PASS
177,29.206183910369873,3.680665045492258e-14,361.28936169580464,0.0,0.0,0.0,0.0,0.0,True,177,361.28936169580464,PASS
178,29.452346324920654,6.619228717663242e-14,363.33133057897385,0.0,0.0,0.0,0.0,0.0,True,178,363.33133057897385,PASS
179,29.69036340713501,9.784064957874339e-15,364.736024114089,0.0,0.0,0.0,0.0,0.0,True,179,364.736024114089,PASS
180,29.898101329803467,2.1935047750973952e-14,366.2127102883313,0.0,0.0,0.0,0.0,0.0,True,180,366.2127102883313,PASS
181,30.14953899383545,4.45039548642512e-14,367.9935754817403,0.0,0.0,0.0,0.0,0.0,True,181,367.9935754817403,PASS
182,30.392988204956055,3.903799449212701e-14,368.96843809573437,0.0,0.0,0.0,0.0,0.0,True,182,368.96843809573437,PASS
183,30.628331422805786,3.6956423370916025e-14,370.050919212106,0.0,0.0,0.0,0.0,0.0,True,183,370.050919212106,PASS
184,30.9313907623291,2.4604124867309458e-14,373.06192837211285,0.0,0.0,0.0,0.0,0.0,True,184,373.06192837211285,PASS
185,31.24243140220642,3.4451727671231034e-14,373.86487391090856,0.0,0.0,0.0,0.0,0.0,True,185,373.86487391090856,PASS
186,31.535616159439087,2.2660554486602658e-14,375.82591276673935,0.0,0.0,0.0,0.0,0.0,True,186,375.82591276673935,PASS
187,31.837700843811035,1.3497319514820816e-14,376.32409223066804,0.0,0.0,0.0,0.0,0.0,True,187,376.32409223066804,PASS
188,32.12758493423462,5.1298074842631046e-14,378.4366802499655,0.0,0.0,0.0,0.0,0.0,True,188,378.4366802499655,PASS
189,32.385300636291504,1.1541178600743125e-13,379.87297534653237,0.0,0.0,0.0,0.0,0.0,True,189,379.87297534653237,PASS
190,32.68384838104248,9.845608684121426e-14,381.4844686171865,0.0,0.0,0.0,0.0,0.0,True,190,381.4844686171865,PASS
191,32.94898843765259,7.746615170048584e-14,383.44352944953647,0.0,0.0,0.0,0.0,0.0,True,191,383.44352944953647,PASS
192,33.23806023597717,5.198938890069173e-14,384.95611681486366,0.0,0.0,0.0,0.0,0.0,True,192,384.95611681486366,PASS
193,33.51888918876648,5.253372567982428e-14,385.86130084597426,0.0,0.0,0.0,0.0,0.0,True,193,385.86130084597426,PASS
194,33.803874254226685,7.738833426068779e-14,387.222890222388,0.0,0.0,0.0,0.0,0.0,True,194,387.222890222388,PASS
195,34.10248064994812,1.3214432702039011e-13,388.84612835423223,0.0,0.0,0.0,0.0,0.0,True,195,388.84612835423223,PASS
196,34.36580801010132,4.228928600188903e-14,391.45608356363806,0.0,0.0,0.0,0.0,0.0,True,196,391.45608356363806,PASS
197,34.64700126647949,3.1205517896392674e-14,392.2450833395191,0.0,0.0,0.0,0.0,0.0,True,197,392.2450833395191,PASS
198,34.95075964927673,2.1439145596787465e-14,393.427743844434,0.0,0.0,0.0,0.0,0.0,True,198,393.427743844434,PASS
199,35.249496936798096,4.968071101155309e-14,395.5828700109937,0.0,0.0,0.0,0.0,0.0,True,199,395.5828700109937,PASS
200,35.53943419456482,5.666257620423104e-14,396.3818542225922,0.0,0.0,0.0,0.0,0.0,True,200,396.3818542225922,PASS
201,35.80476427078247,1.0513648399832034e-13,397.9187362096142,0.0,0.0,0.0,0.0,0.0,True,201,397.9187362096142,PASS
202,36.093793630599976,1.021395682731772e-13,399.9851198761949,0.0,0.0,0.0,0.0,0.0,True,202,399.9851198761949,PASS
203,36.36034607887268,3.847177177518027e-14,401.8392286005332,0.0,0.0,0.0,0.0,0.0,True,203,401.8392286005332,PASS
204,36.63705348968506,5.677786561212764e-14,402.86191776388614,0.0,0.0,0.0,0.0,0.0,True,204,402.86191776388614,PASS
205,36.93647027015686,1.718415261188096e-14,404.236441800208,0.0,0.0,0.0,0.0,0.0,True,205,404.236441800208,PASS
206,37.21326994895935,1.1341437212595651e-14,405.13438745990993,0.0,0.0,0.0,0.0,0.0,True,206,405.13438745990993,PASS
207,37.49031448364258,8.770817403822451e-14,407.5814603868962,0.0,0.0,0.0,0.0,0.0,True,207,407.5814603868962,PASS
208,37.74336767196655,1.6786923189056864e-14,408.9472455023511,0.0,0.0,0.0,0.0,0.0,True,208,408.9472455023511,PASS
209,38.00822472572327,2.5364983816824145e-14,410.51386919336665,0.0,0.0,0.0,0.0,0.0,True,209,410.51386919336665,PASS
210,38.269248723983765,6.838427942924393e-14,411.9722678042788,0.0,0.0,0.0,0.0,0.0,True,210,411.9722678042788,PASS
211,38.57042980194092,1.5356641209306557e-14,413.26273607018504,0.0,0.0,0.0,0.0,0.0,True,211,413.26273607018504,PASS
